source,movie,subtitle_id,line_index,context,masked_line,gold_line,gold_pronoun,gold_tier
IndicDialogue,Dhamaka,1957450323,442,"‪ अरे, वो सब तो ठीक है, ‪लेकिन पैसे हमको चाहिए।
‪पैसे आपको मिल जाएंगे।
‪बस शो कर दीजिए क्योंकि शो शुरू करना है।
‪दूसरे चैनल आपकी बातें ‪तोड़-मरोड़ के पेश करेंगे।
‪उनको आपसे मतलब नहीं है, ‪उनको अपने चैनल से मतलब है।","‪मैं अलग हूँ। मेरे शो में ना, ____ ‪जिससे जैसे बात करनी है, कर सकते हैं।","‪मैं अलग हूँ। मेरे शो में ना, आपको ‪जिससे जैसे बात करनी है, कर सकते हैं।",आपको,AAP
IndicDialogue,The White Tiger,1957077990,638,"‏-चलो, यार। चलो! ‏-भाई, देख तो लेने दे।
‏इसकी वर्दी भी तेरे से अच्छी है।
‏- बैग देखके ही लग रहा है बेकार है। ‏-तो, देहाती चूहे…
‏कितना पैसा दे रहे हैं वे लोग तुझे?
‏ठीक-ठाक दे रहे हैं। हम खुश हैं।","‏हाँ! बड़ा प्यारा, वफ़ादार कुत्ता है न ____?","‏हाँ! बड़ा प्यारा, वफ़ादार कुत्ता है न तू?",तू,T
IndicDialogue,The Great Indian Family,1958355201,796,"- वो करना चाहेगी तो कर लेंगे। - और अंकल होने देंगे।
अबे शादी हमारी है ना।
पंडित हमसे मजाक ना करो। जसमीत को पहले हमने देखा था।
पहले तुम देखे थे मतलब?
मतलब तुमको मालूम था कि हम उसको पसंद करते हैं।",अरे ____ तो हर दो महीने में किसी को पसंद करते हो।,अरे तुम तो हर दो महीने में किसी को पसंद करते हो।,तुम,TUM
IndicDialogue,Lust Stories 2,1958186552,74,"आपको हमारे बेटे पे शक है?
हाँ।
- चीकू, ये क्या है? - मैं...
दादी, हम शादी तो...
इसीलिए तो शक है।",और ____ भी मेरी पोती पे शक होना चाहिए।,और आपको भी मेरी पोती पे शक होना चाहिए।,आपको,AAP
IndicDialogue,Shehzada,1958077493,150,"पच्चीस साल बाद
♪ शहज़ादा ♪
तू यहाँ क्या कर रहा है?
अबे इतना टेंशन मत ले। तू सपना देख रहा है।
अंग्रेज़ी में इसे नाइटमेयर कहते हैं।",सब याद है ____?,सब याद है तुझे?,तुझे,T
IndicDialogue,Lust Stories 2,1958186552,1073," पागल हो गई हो क्या तुम?
अनु हमेशा से तुमसे बहुत प्यार करती थी।
नहीं।
नहीं, शांति! हम तीनों सबसे बेस्ट फ़्रेंड्स थे।
 राहुल अंजली टीना जैसे!",अनु हमेशा से ____ खुद के लिए चाहती थी।,अनु हमेशा से तुम्हें खुद के लिए चाहती थी।,तुम्हें,TUM
IndicDialogue,Guilty,1956804853,600,"‎तनु कुमार वैलेंटाइन्स डे के दिन ‎तुम्हारे बॉयफ़्रेंड के साथ सोई
‎ताकि वह तुमसे बदला ले सके?
‎लेकिन तुम्हारे बॉयफ़्रेंड का क्या?
‎-वह उसके साथ क्यों सोया? ‎-उसने उसे उकसाया।
‎उसके पास और कोई विकल्प नहीं था?",‎-____ जानते हो आदमी कैसे होते हैं। ‎-माफ़ करना?,‎-तुम जानते हो आदमी कैसे होते हैं। ‎-माफ़ करना?,तुम,TUM
IndicDialogue,The White Tiger,1957077990,1164,"‏ उनका नाम क्या है? अह…
‏-कुसुम, सर। ‏-कुसुम जी।
‏मैं लक्षमणगढ़ गया था ‏और उन्हें सब समझा दिया।
‏तुम्हारे भाई से भी मिला। ‏तुम्हारा सारा परिवार वहाँ था।
‏इसके लिए उन्हें तुम पर नाज़ है,",‏और वह ____ कबूलनामे की ‏गवाह बनने को भी तैयार हैं।,‏और वह तुम्हारे कबूलनामे की ‏गवाह बनने को भी तैयार हैं।,तुम्हारे,TUM
IndicDialogue,Indoo Ki Jawani,1957132233,1156,"और मीटिंग खत्म करते हैं।
मुझे देखने दो क्या हुआ।
हाथ कैसे लगाया तूने मुझे आतंकवादी!
आतंकवादी?
क्या मैंने कुछ गलत सुना?",मुझे पता है ____ यहाँ क्यों आया है।,मुझे पता है तू यहाँ क्यों आया है।,तू,T
IndicDialogue,Haseen Dillruba,1957295757,1703,"‎ सबकुछ मर्ज़ी से हुआ था। ‎कोई ज़ोर-जबरदस्ती नहीं थी।
‎सामने खड़ी हैं, पूछ लो।
‎बहुत अच्छे से हुआ।
‎याद भी आती होगी इनको हमारी।
‎हाँ, करती हूँ याद। ‎बहुत बड़ी ग़लती थी तुम मेरी।",‎ऐसे याद करती हूँ ____ मैं!,‎ऐसे याद करती हूँ तुम्हें मैं!,तुम्हें,TUM
IndicDialogue,Tu Jhoothi Main Makkaar,1958103212,984,"म-मम्मी, ये रोहन है।
डबास का बेस्टफ़्रेंड।
मेरे दादाजी, ताऊजी, ताईजी, पापा,
-और मेरा कज़िन अविनाश। -कैसा है, भाई?
- आप भी गए थे स्पेन? -जी, अंकल।","अ... ____ लोग चलो, मैं आती हूँ।","अ... आप लोग चलो, मैं आती हूँ।",आप,AAP
IndicDialogue,The Great Indian Family,1958355201,1478,"और हमें रहना भी इसी फॅमिली के साथ है
और रहा सवाल हमारे खून द्वारा ये साबित करने का,
कि हम विधर्मी हैं, फलां हैं ढिकां हैं
तो ये सारा गेम आपने मालपानी जी की शादी के कॉन्ट्रैक्ट के लिए खेला ना?
आदरणीय मिश्राजी और मित्र टीडी,",ये पूरा कॉन्ट्रैक्ट और इसका सारा मुनाफ़ा ____ लोगों को मुबारक।,ये पूरा कॉन्ट्रैक्ट और इसका सारा मुनाफ़ा आप लोगों को मुबारक।,आप,AAP
IndicDialogue,Hit the First Case,1957795759,654,"दो महीने से बोल रहे हैं इन्वेस्टिगेशन चल रही है।
पहले भी आए थे ऑफिसर्स।
हमने पहले भी कोऑपरेट किया था।
बार-बार ऑफिसर्स बदलते रहते हैं लेकिन रिज़ल्ट कुछ नहीं मिल रहा है।
आपने सोचा है कभी, वो कैसी होगी, कहाँ होगी?",आखिर ____ लोग कर क्या रहे हैं?,आखिर आप लोग कर क्या रहे हैं?,आप,AAP
IndicDialogue,Shehzada,1958077493,1700,"बच्चा बदलू कहीं का!
चल अब बीड़ी का टेस्ट खराब मत कर। निकल।
निकल। निकल। निकल।
अगले दो साल में आपकी ब्यूटी और बढ़ने वाली है।
रहने दे! ये हाथों में लिखा है?",____ जिम जाती हैं?,आप जिम जाती हैं?,आप,AAP
IndicDialogue,Tu Jhoothi Main Makkaar,1958103212,723,"दादी का हाथ पकड़े, सीढ़ियाँ चढ़ाते हुए
तो दो बार नहीं सोचती तू घर पर रिश्ता भेजने से पहले।
तू पागल है क्या?
जो तुझे चाहिए था तुझे मिल चुका,
उसके बाद तू झूठी प्यार की कसमें खा रहा है।","शायद ____ याद नहीं तो याद दिला दूँ,","शायद तुझे याद नहीं तो याद दिला दूँ,",तुझे,T
IndicDialogue,Lust Stories 2,1958186552,934,"हाँ।
- कॉफी है? - हाँ।
केतली वहाँ पर है और कॉफी उसके ऊपर।
और दूध?
तुम कॉफी में दूध कब से लेने लगे?",बस चेक कर रहा हूँ ____ याद है या नहीं।,बस चेक कर रहा हूँ तुम्हें याद है या नहीं।,तुम्हें,TUM
IndicDialogue,Madam Chief Minister,1957179704,1440,"अब बदले में कुछ तो देना पड़ेगा ना।
जब तक मैं वापसा ना आ जाती, आप ही संभालेंगे।
पार्टी को भी, घर को भी और सरकार को भी।
घर संभाल लेंगे लेकिन--
याद है जब लालू जी जेल गए थे तो किसे सीएम बनाया था?",अब ____ मेरा नाम भी बदल देंगी?,अब आप मेरा नाम भी बदल देंगी?,आप,AAP
